,username,urls,post_dates,display_picture_relative_url,captions,n_likes,n_comments,n_hashtags,n_characters,n_words,n_emojis,n_mentions,is_video
8266,justinpjtrudeau,https://www.instagram.com/p/CTQBXLULYas,1630437703,./imgs/CTQBXLULYas.png,"They really do grow up way too fast. Can’t wait to hear all about Hadrien’s first day in grade 2. Have a great time, little guy.
🇨🇦
Ils grandissent vraiment trop vite. J’ai hâte de tout savoir sur la première journée de 2e année d’Hadrien. Amuse-toi bien, Didi.",58536,1142,0,261,48,0,1,False
8267,justinpjtrudeau,https://www.instagram.com/p/CTOGcVpLXlK,1630373257,./imgs/CTOGcVpLXlK.png,"The best way to close gaps in Indigenous mental health care and housing is with Indigenous-led solutions. That’s been our focus for the past 6 years, and how we’re going to move forward.
🇨🇦
La meilleure façon de combler les lacunes en matière de soins de santé mentale et de logement pour les peuples autochtones est d'adopter des solutions menées par et pour les autochtones. C'est ce que nous avons toujours fait et c'est ce que nous continuerons à faire.",60234,1790,0,457,80,0,2,False
8268,justinpjtrudeau,https://www.instagram.com/p/CTNa2ZvLnZO,1630350402,./imgs/CTNa2ZvLnZO.png,"Josée at the Centre d’Interprétation de la Nature du lac Boivin helps young people gain a better understanding of our environment and what they can do to protect it. We’re doing our part too with an ambitious climate plan that will take bold action to fight climate change and help us build a cleaner, greener future — and today, we announced how we’ll protect Canada’s freshwater for generations to come. For more on our plan visit liberal.ca/climate.
🇨🇦
Josée, qui travaille au Centre d'Interprétation de la Nature du lac Boivin, aide les jeunes à mieux connaître notre environnement et ce qu'ils peuvent faire pour le protéger. Nous faisons aussi notre part avec plan climatique ambitieux qui prendra des mesures audacieuses pour lutter contre les changements climatiques et nous aider à bâtir un avenir plus propre et plus vert. Aujourd'hui, nous avons annoncé comment nous allons protéger l'eau douce du Canada pour les générations à venir. Pour en savoir plus sur notre plan, visitez liberal.ca/climat.",28629,950,0,1008,164,0,1,False
8269,justinpjtrudeau,https://www.instagram.com/p/CTLIrfUL7S_,1630273767,./imgs/CTLIrfUL7S_.png,"Companies like VeriForm in Cambridge are making the choice to cut emissions. They’re making choices that are good for the environment. But those choices are also good for business. They’re creating jobs and growing our economy. Our climate plan will do the same.

We’re going to keep investing in clean industries that power our future, grow our economy, and protect our environment. Visit liberal.ca/climate to see how we’ll do it.
🇨🇦
Des entreprises comme VeriForm à Cambridge font le choix de réduire leurs émissions. Elles font des choix qui sont bons pour l'environnement, mais également bons pour les affaires. Ils créent des emplois et font croître notre économie. Notre plan climatique fera de même.

Nous allons continuer d’investir dans les industries propres qui alimentent notre avenir, font croître notre économie et protègent notre environnement. Visitez liberal.ca/climat pour découvrir comment nous allons nous y prendre.",40531,1585,0,937,144,0,2,False
8270,justinpjtrudeau,https://www.instagram.com/p/CTIzM-oLfwR,1630195398,./imgs/CTIzM-oLfwR.png,"Like many small businesses, Nafisa Cuisine in Mississauga was hit hard when the COVID-19 pandemic began. But with the help of Wage and Rent Subsidies, Omar and Adnan were able to keep their staff on payroll, and keep their doors open. We’ll always be there to support Canadian businesses as we build back from the pandemic, and beyond.
🇨🇦
Comme plusieurs petites entreprises, Nafisa Cuisine à Mississauga a été durement touchée au début de la pandémie de COVID-19. Mais grâce aux subventions salariales et au loyer, Omar et Adnan ont pu maintenir leurs employés en poste, et rester ouverts. Nous serons toujours là pour aider les entreprises canadiennes alors que nous nous préparons à rebâtir en mieux après la pandémie.",43193,1592,0,721,120,0,1,False
8271,justinpjtrudeau,https://www.instagram.com/p/CTINmnLrEcQ,1630175685,./imgs/CTINmnLrEcQ.png,"Picked up some new skills on the road this week at @stphillipsbakery.
🇨🇦
Je me suis découvert de nouvelles habiletés, cette semaine, chez @stphillipsbakery.",45383,1451,0,156,24,0,2,False
8272,justinpjtrudeau,https://www.instagram.com/p/CTGGRhwLoSM,1630104733,./imgs/CTGGRhwLoSM.png,"It’s been a Team Canada effort to get over 24 million people fully vaccinated. There’s a long list of MVPs on that team, and the crew at @vaxhunterscan are definitely on it.
🇨🇦
Ce fut un effort digne d’Équipe Canada que de réussir à pleinement vacciner plus de 24 millions de personnes. Il y a une longue liste de MVP dans cette équipe, et les gens chez @vaxhunterscan en font définitivement partie.",46002,1998,0,399,72,0,1,False
8273,justinpjtrudeau,https://www.instagram.com/p/CTFn6ifLwF4,1630088816,./imgs/CTFn6ifLwF4.png,"When it comes to vaccines, we’re ready to finish the job. We’ve already delivered enough vaccines for every eligible Canadian, but we can’t stop there. We have secured enough booster shots for every Canadian, and we'll follow the advice of experts to make them available for free when they are needed. To help provinces and territories introduce proof-of-vaccine systems, we’ll launch the COVID-19 Proof of Vaccination Fund and cover the costs of developing the system and rolling it out. And to make sure we understand the long-term effects of COVID-19 — which populations are most impacted, and how we can address it — we’ll invest $100 million in additional research. We’ll do whatever it takes to put this pandemic behind us and move forward. For everyone.
🇨🇦
On est prêts à mener à terme la vaccination au pays. On a livré suffisamment de vaccins pour que chaque Canadien admissible reçoive ses doses, mais on ne peut s’arrêter maintenant. On va continuer de suivre les conseils des experts pour s’assurer que chaque Canadien ait accès gratuitement aux vaccins de rappel lorsqu’ils seront nécessaires. Afin de soutenir les provinces et les territoires qui instaureront la preuve vaccinale obligatoire, on va créer le fonds de preuve vaccinale contre la COVID-19 pour couvrir les coûts de conception et de lancement. Et pour nous assurer que nous comprenons bien les effets à long terme de COVID-19 – quelles sont les populations les plus touchées et comment nous pouvons y remédier – nous allons investir 100 millions de dollars dans des recherches supplémentaires. On fera tout ce qu’il faut pour en finir avec cette pandémie, et aller de l’avant.",29231,1437,0,1653,273,0,0,False
8274,justinpjtrudeau,https://www.instagram.com/p/CTFAUqdLAyi,1630068059,./imgs/CTFAUqdLAyi.png,"For months, doctors, nurses, pharmacists, and volunteers have been working around the clock to get Canada vaccinated. They want to finish the job. So please, if you haven’t yet, get vaccinated.
🇨🇦
Depuis des mois, des médecins, des infirmières, des pharmaciens et des bénévoles travaillent jour et nuit pour vacciner tous les Canadiens. Ils veulent compléter le travail. Alors si ce n'est pas encore fait, merci d’allez-vous faire vacciner.",50311,1371,0,440,69,0,0,False
8275,justinpjtrudeau,https://www.instagram.com/p/CTD2QATrTyv,1630029223,./imgs/CTD2QATrTyv.png,"Salut Trois-Rivières! C'était le fun d'être parmi vous en cette belle journée en compagnie de votre prochain député @martin.francoeur et de mon grand ami @fp_champagne.
🇨🇦
Salut Trois-Rivières! So good to be back on this beautiful day with your next MP, @martin.francoeur, and my good friend @fp_champagne.",31069,857,0,306,47,0,2,False
8276,justinpjtrudeau,https://www.instagram.com/p/CTDrCw4rnYR,1630023348,./imgs/CTDrCw4rnYR.png,"After a lifetime of hard work, Canadians deserve a safe and comfortable retirement. That’s why one of the first things our government did in 2016 was lower the retirement age back down to 65, from 67. Since then we’ve raised GIS and OAS payments to keep up with the cost of living, and during the pandemic, we put in targeted support just for seniors.

And today, we announced that we will deliver a permanent increase to GIS payments of $500 for single seniors and $750 for couples.  We will keep moving forward for seniors. #ForwardForEveryone
🇨🇦
Après avoir travaillé fort toute leur vie, les Canadiens méritent une retraite confortable et abordable. C'est pourquoi l'une des premières choses que notre gouvernement a faites en 2016 a été de ramener l'âge de la retraite de 67 à 65 ans. Depuis, nous avons augmenté les paiements du Supplément de revenu garanti (SRG) et de la prestation de la Sécurité de la vieillesse (SV) pour suivre le coût de la vie, et nous avons adopté des mesures de soutien ciblées pour les aînés pendant la pandémie.

Aujourd’hui, nous avons annoncé qu’un gouvernement libéral réélu bonifiera le SRG de façon permanente de 500 $ par an pour les aînés qui vivent seuls et de 750 $ par an pour les aînés qui vivent en couple. Nous devons continuer d’avancer ensemble pour les aînés. #AvançonsEnsemble",58329,1303,2,1327,229,0,0,False
8277,justinpjtrudeau,https://www.instagram.com/p/CS-DXzErXCt,1629834776,./imgs/CS-DXzErXCt.png,"Canadians today deserve the same shot at owning a home that their parents had. That’s why we’re moving forward with a plan that will build more homes across the country, protect your rights, and help you buy a home. Get the details at liberal.ca/housing
🇨🇦
Les Canadiens méritent les mêmes possibilités d'accès à la propriété que leurs parents. Notre plan permettra de construire plus de logements, de protéger vos droits et de vous aider à acheter une maison. Pour en savoir plus, consultez liberal.ca/logement",49793,2604,0,511,84,0,0,False
8278,justinpjtrudeau,https://www.instagram.com/p/CS5npIArziQ,1629686021,./imgs/CS5npIArziQ.png,"There’s nothing like East Coast hospitality! Thanks to everyone who joined us in New Brunswick and PEI today.
🇨🇦
Rien de tel que l'hospitalité de la côte Est! Merci à tous ceux qui se sont joints à nous aujourd’hui au Nouveau-Brunswick et à l'Île-du-Prince-Édouard.",53093,2602,0,265,44,0,5,False
8279,justinpjtrudeau,https://www.instagram.com/p/CSx-uKLK2OF,1629429685,./imgs/CSx-uKLK2OF.png,"What a night! Calgary — your energy was incredible. Let’s carry it forward, and on Sept. 20th, let’s move #ForwardForEveryone.
🇨🇦
Mais quelle soirée! L’énergie était incroyable à Calgary. Continuons sur notre lancée! Et le 20 septembre, #AvançonsEnsemble.",58203,5754,2,255,38,0,1,False
8280,justinpjtrudeau,https://www.instagram.com/p/CSxTGEGqPf0,1629406812,./imgs/CSxTGEGqPf0.png,"From training 50,000 more personal support workers and raising their wages, to doubling the Home Accessibility Tax Credit, we’ll make sure every senior in Canada can get the care they need and deserve. #ForwardForEveryone
🇨🇦
En aidant à former 50 000 préposés aux services de soutien, à augmenter leurs salaires et à doubler le crédit d’impôt pour ceux qui veulent rester à la maison, nous nous assurerons que chaque aîné reçoive les soins qu’il mérite. #AvançonsEnsemble",33880,1607,2,471,76,0,0,False
8281,justinpjtrudeau,https://www.instagram.com/p/CSvYkgYrChs,1629342574,./imgs/CSvYkgYrChs.png,"They put me to work in Cloverdale today — and I hope that on September 20th, Cloverdale–Langley City votes to put @johnaldag to work in Ottawa. Thanks for the pint, @hawthornebeermarket.
🇨🇦
J’ai travaillé fort pour ma pinte! Et je suis convaincu que @johnaldag travaillera fort aussi pour Cloverdale–Langley City une fois rendu à Ottawa. Merci pour la bière, les amis.",98716,2461,0,368,61,0,0,False
8282,justinpjtrudeau,https://www.instagram.com/p/CSsklhIrFG2,1629248211,./imgs/CSsklhIrFG2.png,"It’s the little things in life - like grabbing a beer with a friend - that we’ve all missed because of the pandemic. And as more and more Canadians get vaccinated, the safer getting together with friends and family becomes. So please get your shot if you haven’t already.
🇨🇦
Plus les Canadiens sont nombreux à se faire vacciner, plus vite nous pourrons profiter des petits plaisirs de la vie de façon sécuritaire, comme celui de prendre une bonne bière froide entre amis. Si ce n’est pas déjà fait, faites-vous vacciner.",52820,2633,0,520,91,0,0,False
8283,justinpjtrudeau,https://www.instagram.com/p/CSr1UF5rX_3,1629223426,./imgs/CSr1UF5rX_3.png,"We’re moving forward with $10 a day child care for all Canadians — because every single kid deserves the best possible start in life. #ForwardForEveryone
🇨🇦
Nous nous engageons à ce que tous les Canadiens aient accès à un service de garde pour jeunes enfants à 10 $ par jour – parce que chaque enfant mérite le meilleur départ dans la vie. #AvançonsEnsemble",48011,1380,2,357,63,0,0,False
8284,justinpjtrudeau,https://www.instagram.com/p/CSpvGIsrgER,1629153057,./imgs/CSpvGIsrgER.png,"Plusieurs industries ont été durement touchées par la COVID-19. C’est pourquoi nous continuerons de nous battre pour les entreprises d’ici.

Nous allons créer un million d’emplois, offrir des subventions pour vous aider à payer les salaires et les loyers, compenser les pertes dues à la réduction de capacité d’accueil des salles de spectacles et lieux de diffusion culturelle et prolonger la couverture d’assurance pour les arrêts des activités de production médiatique liés à la pandémie.

Parce que lorsque nous appuyons les entreprises canadiennes, nous appuyons aussi les travailleurs, les familles et les communautés qui dépendent d’elles.
🇨🇦
So many industries have been hit hard by COVID-19. That's why we will continue to fight for Canadian businesses.
 
We will create one million jobs, provide grants to help pay salaries and rent, compensate for losses due to reduced capacity in theatres and cultural venues, and extend insurance coverage for media production.

Because when we support Canadian businesses, we also support the workers, families and communities that depend on them.",45340,1374,0,1094,167,0,1,False
8285,justinpjtrudeau,https://www.instagram.com/p/CSngKfLLK7l,1629078120,./imgs/CSngKfLLK7l.png,"Une équipe locale forte! Je me suis lancé en politique pour aider les gens, comme les familles travaillantes dans Papineau. On a accompli beaucoup de choses ensemble au fil des ans, mais il reste encore beaucoup à faire. 
🇨🇦
Home team strong! I got into politics to help people, like the hardworking families here in Papineau. We’ve accomplished a lot together over the years, and there’s much more work ahead.",49862,1649,0,410,70,0,0,False
8286,justinpjtrudeau,https://www.instagram.com/p/CShg8H9rC2v,1628877200,./imgs/CShg8H9rC2v.png,"Every family should have access to quality, affordable child care. Period. For years now, we’ve been making important investments to help with that - this photo was taken three years ago, for example, at an event announcing support for child care spaces - and we’ve made even more progress over the past few weeks. Today, we’ve taken another step forward. Our government has signed an agreement with Saskatchewan, and together we’ll create 28,000 new spaces for families across the province and get the cost down to $10 a day. And we’ll keep working to make your life more affordable and help your kids reach their potential.
🇨🇦
Chaque famille devrait avoir accès à des services de garde de qualité et abordables. Point à la ligne. Depuis des années maintenant, on réalise des investissements importants pour y arriver. Cette photo, par exemple, a été prise il y a trois ans lors d’un événement où l’on a annoncé le financement de places en garderie. Et au cours des dernières semaines, on a fait encore plus de progrès. Aujourd’hui, on vient de faire un autre pas en avant. Notre gouvernement a signé un accord avec la Saskatchewan et, ensemble, on va créer 28 000 nouvelles places en garderie pour les familles de la province et baisser le coût à 10 $ par jour. Et on va continuer de travailler fort pour rendre votre vie plus abordable et aider vos enfants à réaliser leur potentiel.",39353,3164,0,1386,241,0,0,False
8287,justinpjtrudeau,https://www.instagram.com/p/CSXbEIWLXEj,1628538575,./imgs/CSXbEIWLXEj.png,"Parents shouldn’t have to choose between starting a family or building a career, and they shouldn’t have to worry about where their kids will go when they head back to work. To help make things easier, we’re working to establish Canada’s first-ever nationwide early learning and child care system. Over the past few weeks, at announcements like the one pictured here, we’ve signed agreements with five provinces and one territory - and today, Minister @AhmedDHussen announced that we’ve signed an agreement with Manitoba. In it, we agreed to work together to create 23,000 child care spaces and make $10 a day child care a reality in 2023. That’s how we’ll make life more affordable for families, create good jobs for the middle class, and give every child the best possible start.
🇨🇦
Les parents ne devraient pas avoir à choisir entre fonder une famille et bâtir une carrière, et ils ne devraient pas avoir à s’inquiéter de l’endroit où iront leurs enfants lorsqu’ils retourneront au travail. Pour faciliter les choses, on travaille à la mise en place du tout premier système national d’apprentissage et de garde des jeunes enfants au Canada. Au cours des dernières semaines, lors d’annonces comme celle présentée ici, on a signé des ententes avec cinq provinces et un territoire, et aujourd’hui, le ministre @AhmedDHussen a annoncé qu’on a signé une entente avec le Manitoba. Dans cette entente, on a convenu de travailler ensemble pour créer 23 000 places en garderie et faire de la garde d’enfants à 10 $ par jour une réalité en 2023. C’est ainsi qu’on va rendre la vie plus abordable pour les familles, qu’on va créer de bons emplois pour la classe moyenne et qu’on va donner à tous les enfants le meilleur départ possible.",69614,2777,0,1728,293,0,0,False
8288,justinpjtrudeau,https://www.instagram.com/p/CSNFSANry_d,1628191610,./imgs/CSNFSANry_d.png,"Child care is not a luxury, it’s a necessity. We’ve already signed agreements with BC, Nova Scotia, Yukon, PEI, Newfoundland and Labrador, and today, we’re announcing that we now have an agreement with Quebec, too. Our plan to create more affordable early learning and child care across Canada will leave no family and no child behind. And over the next 5 years, we will help Quebec create tens of thousands of new child care spaces and support even higher-quality care across the system.
🇨🇦
La garde d’enfants n’est pas un luxe: c’est une nécessité. On a déjà signé des accords avec la Colombie-Britannique, la Nouvelle-Écosse, le Yukon et l’Île-du-Prince-Édouard, Terre-Neuve-et-Labrador et, maintenant, on annonce la conclusion d’un accord avec le Québec également. Notre plan qui consiste à créer plus de places en service d’apprentissage et de garde d’enfants abordables partout au Canada ne laissera aucune famille ni aucun enfant pour compte. Et au cours des cinq prochaines années, on aidera le Québec à créer des dizaines de milliers de nouvelles places en garderie et à offrir des services de garde d’encore plus grande qualité au sein du réseau.",32631,1356,0,1156,188,0,2,False
8289,justinpjtrudeau,https://www.instagram.com/p/CSK6TjLrP7J,1628118747,./imgs/CSK6TjLrP7J.png,"Happy 60th birthday, @barackobama. Cheers to you, and to many more trips around the sun.
🇨🇦
Joyeux 60e anniversaire, @barackobama. À ta santé, et aux nombreuses belles années à venir.",200989,2647,0,183,30,0,0,False
8290,justinpjtrudeau,https://www.instagram.com/p/CSHWDg1rCPW,1627999078,./imgs/CSHWDg1rCPW.png,"Well, it’s the end of an era. Thanks for all the memories and moments you gave Canadians, including my own family, @kyle_lowry7.  Good luck in Miami, Kyle. #WeTheNorth
🇨🇦
C’est la fin d’un chapitre. Merci pour tous les beaux moments que tu as offerts aux Canadiens, dont ma famille, @kyle_lowry7. Bonne chance à Miami, Kyle. #LeNordCestNous",56887,892,2,340,56,0,2,False
8291,justinpjtrudeau,https://www.instagram.com/p/CR4nwQcL88M,1627505041,./imgs/CR4nwQcL88M.png,"High-quality, affordable child care is a necessity – and today, at the College of the North Atlantic, we announced that we’ve reached an agreement with Newfoundland and Labrador to make $10 a day child care a reality for families across the province. This agreement will help parents save hundreds of dollars every month. It will allow more moms to build careers knowing that their kids are in good hands while they’re at work. And it will make sure all kids get the best possible start in life.
🇨🇦 
Les services de garde abordables et de grande qualité sont une nécessité – et aujourd'hui, au Collège de l'Atlantique Nord, on a annoncé qu’on a conclu une entente avec Terre-Neuve-et-Labrador pour que les services de garde à 10 $ par jour deviennent une réalité dans la province. Cette entente va aider les parents à épargner des centaines de dollars par mois. Elle va permettre à plus de mères de bâtir une carrière en sachant que leurs enfants sont entre bonnes mains quand elles sont au travail, et elle va faire en sorte d’offrir à tous les enfants le meilleur départ possible dans la vie.",34345,1335,0,1094,192,0,2,False
8292,justinpjtrudeau,https://www.instagram.com/p/CR2qooIgacp,1627439463,./imgs/CR2qooIgacp.png,"Getting vaccinated is the way we’ll get through this pandemic – and with enough doses for everyone who’s eligible, there are no more excuses to not get your shot. So if you haven’t gotten vaccinated yet, now’s the time.",57007,2655,0,219,39,0,0,True
8293,justinpjtrudeau,https://www.instagram.com/p/CR2qSpOgJR_,1627439284,./imgs/CR2qSpOgJR_.png,"Se faire vacciner est le moyen de traverser cette pandémie. Et comme il y a assez de doses pour tous ceux qui sont admissibles, il n'y a plus d'excuses pour ne pas se faire vacciner. Si vous ne vous êtes pas encore fait vacciner, c'est le moment.",24886,590,0,246,47,0,0,True
8294,justinpjtrudeau,https://www.instagram.com/p/CR2YVAnLH9K,1627429845,./imgs/CR2YVAnLH9K.png,"Our kids deserve the best possible start in life, and parents shouldn’t have to choose between having a family and building a career. That’s why we’re working with provinces, territories, and Indigenous partners across the country on a Canada-wide, community-based early learning and child care system. And today in Charlottetown, PEI, Premier King and I announced that we have signed an agreement to make $10 a day child care for kids under 6 a reality for families on the Island.
 🇨🇦
Nos enfants méritent le meilleur départ possible dans la vie, et les parents ne devraient pas avoir à choisir entre fonder une famille et bâtir une carrière. C'est pourquoi on travaille avec les provinces, les territoires et les partenaires autochtones de tout le pays à la mise en place d'un système communautaire pancanadien d'apprentissage et de garde des jeunes enfants. Aujourd'hui, à Charlottetown, à l'Î-P.-É., le premier ministre King et moi avons annoncé la signature d'une entente pour faire des services de garde des enfants de moins de six ans à 10 $ par jour une réalité pour les familles de l'Île.",45796,851,0,1097,183,0,2,False
8295,justinpjtrudeau,https://www.instagram.com/p/CR10_qcrhad,1627411320,./imgs/CR10_qcrhad.png,"At a vaccine clinic in New Brunswick this morning, I announced that Canada now has enough COVID-19 vaccines delivered to fully vaccinate everyone who’s eligible for a shot. We’ve gotten here 2 months ahead of schedule – and now we need you to roll up your sleeves and get vaccinated. Do it for yourself. Do it for your loved ones. And do it for our healthcare workers who have fought so hard to protect us all.
🇨🇦
Ce matin, à une clinique de vaccination du Nouveau-Brunswick, j’ai annoncé que le Canada a maintenant suffisamment de doses de vaccins contre la COVID-19 pour vacciner pleinement toutes les personnes admissibles. On y est arrivé 2 mois plus tôt que prévu – et il faut maintenant que vous releviez votre manche pour vous faire vacciner. Faites-le pour vous-même. Faites-le pour vos proches. Et faites-le pour nos travailleurs de la santé qui ont combattu extrêmement fort pour nous protéger.",43517,903,0,904,155,0,1,False
8296,justinpjtrudeau,https://www.instagram.com/p/CRzCCgfLMfC,1627317495,./imgs/CRzCCgfLMfC.png,"Please join me in officially welcoming Mary Simon as Canada’s 30th Governor General. Your Excellency, we need your vision of a stronger Canada, and I am looking forward to working with you on building a better country for everyone.
🇨🇦
Veuillez vous joindre à moi pour accueillir officiellement Mary Simon au poste de 30e gouverneure générale du Canada. Votre Excellence, on a besoin de votre vision d’un Canada plus fort, et j’ai hâte de travailler avec vous pour bâtir un pays meilleur pour tout le monde.",48920,1036,0,506,86,0,2,False
8297,justinpjtrudeau,https://www.instagram.com/p/CRr8sMDL13L,1627079810,./imgs/CRr8sMDL13L.png,"Every child deserves the best possible start in life, and every parent should have the ability to build both a family and a career. To make that possible, we’re investing in early learning and child care services across the country. We’ve already announced landmark agreements with British Columbia, which is where this photo was taken, and Nova Scotia. Today, we’re adding to that list - Deputy Prime Minister @ChrystiaFreeland has announced an agreement with Yukon. So, if you’re a parent living in Yukon, know that we’re working with the territory to create more child care spaces and get the cost down to an average of $10 a day. Together, we’ll make your life more affordable and give your kids the best possible start.
🇨🇦
Tous les enfants méritent le meilleur départ possible dans la vie, et tous les parents devraient avoir la possibilité de fonder une famille et de mener une carrière. Pour que ça soit possible, on investit dans les services d'apprentissage et de garde des jeunes enfants partout au pays. On a déjà annoncé des ententes historiques avec la Colombie-Britannique, où cette photo a été prise, et la Nouvelle-Écosse. Aujourd’hui, on continue sur cette lancée - la vice-première ministre @ChrystiaFreeland a annoncé une entente avec le Yukon. Donc, si vous êtes un parent vivant au Yukon, sachez qu'on travaille avec le territoire pour créer plus de places en garderie et faire baisser le coût à 10 $ par jour en moyenne. Ensemble, on va rendre votre vie plus abordable et donner à vos enfants le meilleur départ possible.",45881,1164,0,1543,260,0,0,False
8298,justinpjtrudeau,https://www.instagram.com/p/CRroNYvriJG,1627069072,./imgs/CRroNYvriJG.png,"Last week, @PatriciaLattanzioLiberal and I sat down with eight youth leaders from Montreal’s @FJIMTL. They have been doing some really incredible work throughout the pandemic - and during our meeting, we spoke about the importance of getting vaccinated and the positive impact vaccines have on our communities. I thanked them for everything they’re doing to encourage other young people to be informed and get the vaccine. I’ll repeat what I’ve said before: when it’s your turn, get your shot and help us finish the fight against COVID-19. #FBF
🇨🇦
La semaine dernière, @PatriciaLattanzioLiberal et moi avons discuté avec huit jeunes leaders du @FJIMTL de Montréal. Ils ont accompli un travail formidable tout au long de la pandémie et, durant notre rencontre, nous avons parlé de l’importance de se faire vacciner et des répercussions positives des vaccins dans nos communautés. Je les ai remerciés pour tout ce qu’ils font afin d’encourager d’autres jeunes à s’informer et à se faire vacciner. Je vais répéter ce que j’ai déjà dit : quand vient votre tour, faites-vous vacciner et aidez-nous à mettre fin à la lutte contre la COVID-19. #FBF",29926,546,2,1141,186,0,2,False
8299,justinpjtrudeau,https://www.instagram.com/p/CRptsuGLU-7,1627004841,./imgs/CRptsuGLU-7.png,"No one should be threatened because of their faith. No one should face hatred in their own neighbourhood. And no one should feel unsafe because of who they are. Yet across the country, that is the reality for far too many Muslim Canadians. At today’s historic National Summit on Islamophobia, we sat down virtually with Muslim community leaders and organizations, and identified concrete ways we can keep taking action to protect Muslim Canadians and stamp out this hate whenever and wherever it rears its ugly head. Together, we’ll continue to build a country where everyone is welcome, safe, and respected.
🇨🇦
Personne ne devrait être menacé en raison de sa foi. Personne ne devrait être confronté à la haine dans son propre quartier. Et personne ne devrait se sentir en danger à cause de ce qu’il est. Pourtant, à travers le pays, c’est la réalité de beaucoup trop de musulmans canadiens. Au sommet national historique sur l’islamophobie qui a eu lieu aujourd’hui, on a discuté virtuellement avec des dirigeants et des organisations de la communauté musulmane, et on a cerné des moyens concrets qui vont nous permettre de continuer d’agir pour protéger les musulmans canadiens et éliminer cette haine partout où elle se manifeste et en tout temps. Ensemble, on va continuer de bâtir un pays où tout le monde est accueilli, en sécurité et respecté.",63050,1531,0,1350,226,0,6,False
8300,justinpjtrudeau,https://www.instagram.com/p/CRnJ90FrX9C,1626918998,./imgs/CRnJ90FrX9C.png,"We’ve seen an increase in hate-motivated crimes against the Jewish community. This antisemitic rhetoric and violence is alarming, and it’s completely unacceptable. This isn’t a problem for the Jewish community to solve alone. It’s a challenge that all of us must take on. That’s why we came together with Jewish leaders and community organizations for today’s National Summit on Antisemitism, and why we’ll continue to stand united against forces that seek to divide us. Together with members of the Jewish community, we’ll keep building a better country - one where everyone is safe, no matter who they are and no matter where they live.
🇨🇦
On observe une augmentation des crimes motivés par la haine contre la communauté juive. Ces propos et cette violence antisémites sont alarmants et totalement inacceptables. C’est un problème auquel la communauté juive ne doit pas remédier seule; cette responsabilité revient à chacun d’entre nous. C’est pourquoi on s’est réunis avec des dirigeants et des organismes communautaires juives à l’occasion du sommet national sur l’antisémitisme d’aujourd’hui, et pourquoi on continuera de faire front contre les forces qui cherchent à nous diviser. Avec les membres de la communauté juive, on continuera de bâtir un meilleur pays, où chacun est en sécurité, peu importe qui il est et où il vit.",50870,1195,0,1332,213,0,1,False
8301,justinpjtrudeau,https://www.instagram.com/p/CRj2D2MLmHP,1626807898,./imgs/CRj2D2MLmHP.png,"You’ve probably heard me talk about building a more resilient Canada. Well, that starts by making sure everyone has a roof over their head. We’ve been making progress on that for six years now - and today in Hamilton, we announced an investment in hundreds of rental housing units across Southern Ontario, which will help more than 320 families find a place where they can raise their kids and build their future. These units will be built with energy-efficient passive housing design, too, which means they’ll use less energy and be more affordable. That’s exactly the kind of innovative thinking we’ll continue to support.
🇨🇦
Vous m’avez probablement entendu dire qu’on veut bâtir un Canada plus résilient. Eh bien, ça commence en veillant à ce que tout le monde ait un toit au‑dessus de sa tête. On fait des progrès dans ce dossier depuis maintenant six ans, et aujourd'hui, à Hamilton, on a annoncé un investissement dans la création de centaines de logements locatifs à travers le Sud de l’Ontario. Cet investissement va aider plus de 320 familles à trouver un endroit où élever leurs enfants et bâtir leur avenir. De plus, ces logements seront construits selon les normes de conception écoénergétique de la « maison passive », ce qui veut dire qu’ils utiliseront moins d’énergie et seront plus abordables. C’est exactement le genre de pensée innovatrice qu’on va continuer d’appuyer.",36104,965,0,1389,231,0,2,False
8302,justinpjtrudeau,https://www.instagram.com/p/CRh2gw7rceV,1626741026,./imgs/CRh2gw7rceV.png,"Finding an affordable and convenient place to live isn’t always easy for families, but our government is committed to changing that. To do that, we’re going to keep investing in housing. That’s why I was in Brampton this afternoon, with members of our local caucus - to announce support for the construction of an energy-efficient, multi-residential building. It’ll help more than 300 families here find rental housing that meets their needs, and it’ll make sure they live close to where they work. And just like we’re doing with this investment, we’ll continue to support projects that make your community stronger and your life more affordable.
🇨🇦
Il n’est pas toujours facile pour les familles de trouver un endroit abordable et pratique où vivre, mais notre gouvernement est déterminé à changer la situation. Pour ce faire, on va continuer à investir dans le logement. C’est pourquoi j’étais à Brampton cet après-midi, avec des membres de notre caucus local, afin d'annoncer de l’aide pour la construction d’un immeuble écoénergétique à logements multiples. Ce projet va aider plus de 300 familles à trouver un logement locatif qui répond à leurs besoins et à vivre près de leur lieu de travail. Et comme on le fait dans le cadre de cet investissement, on va continuer de soutenir des projets qui renforcent nos communautés et rendent votre vie plus abordable.",52938,1074,0,1364,225,0,0,False
